0.005,20,20,True,150993.45093166883,150993.45093166883,0.21424436569213867,
0.005,20,40,True,141071.4374394057,141071.4374394057,0.46800899505615234,
0.005,20,80,True,131095.45538052171,131095.45538052171,0.9387402534484863,
0.005,20,160,True,134136.05149015048,134136.05149015048,1.9449520111083984,
0.005,20,320,True,132205.53342390744,132205.53342390744,3.581531047821045,
0.005,30,20,True,134763.35721849478,134763.35721849478,0.35035037994384766,
0.005,30,40,True,130599.09400658989,130599.09400658989,0.9250316619873047,
0.005,30,80,True,122810.38271139668,122810.38271139668,1.3886241912841797,
0.005,30,160,True,123443.97640902818,123443.97640902818,3.046757221221924,
0.005,30,320,True,116829.26828660945,116829.26828660945,5.5539796352386475,
0.005,40,20,True,132852.88179461556,132852.88179461556,0.4769606590270996,
0.005,40,40,True,120081.27281601062,120081.27281601062,0.9392814636230469,
0.005,40,80,True,124569.69037180662,124569.69037180662,1.819396734237671,
0.005,40,160,True,121307.72848898885,121307.72848898885,4.113953590393066,
0.005,40,320,True,107847.88101923646,107847.88101923646,7.747909069061279,
0.005,60,20,True,133555.02736556143,133555.02736556143,0.6803569793701172,
0.005,60,40,True,124814.51736964345,124814.51736964345,1.56215238571167,
0.005,60,80,True,128454.88989960734,128454.88989960734,2.876627206802368,
0.005,60,160,True,121347.38703927294,121347.38703927294,5.649785757064819,
0.005,60,320,True,103951.73306138857,103951.73306138857,11.342099666595459,
0.005,80,20,True,127243.34921789373,127243.34921789373,0.9727377891540527,
0.005,80,40,True,119603.69852734465,119603.69852734465,1.8905255794525146,
0.005,80,80,True,114823.00783530534,114823.00783530534,3.790314197540283,
0.005,80,160,True,111762.95917556583,111762.95917556583,8.19934892654419,
0.005,80,320,True,93975.346484904,93975.346484904,14.992695569992065,
0.01,20,20,True,131504.05116866733,131504.05116866733,0.32857203483581543,
0.01,20,40,True,130129.93742059918,130129.93742059918,0.4539601802825928,
0.01,20,80,True,128496.81983467413,128496.81983467413,0.8642227649688721,
0.01,20,160,True,132572.96934624494,132572.96934624494,2.084473133087158,
0.01,20,320,True,123005.44868009178,123005.44868009178,4.226739883422852,
0.01,30,20,True,119539.84325940741,119539.84325940741,0.4053921699523926,
0.01,30,40,True,140817.46284399045,140817.46284399045,0.6833415031433105,
0.01,30,80,True,129695.36540735324,129695.36540735324,1.7047638893127441,
0.01,30,160,True,120130.10123671533,120130.10123671533,2.9048383235931396,
0.01,30,320,True,111269.05592725408,111269.05592725408,5.715628623962402,
0.01,40,20,True,137725.5892762658,137725.5892762658,0.5068533420562744,
0.01,40,40,True,130678.79483733121,130678.79483733121,0.9332540035247803,
0.01,40,80,True,124425.02529484744,124425.02529484744,1.7767324447631836,
0.01,40,160,True,113367.40691365385,113367.40691365385,3.5852084159851074,
0.01,40,320,True,104253.94477379718,104253.94477379718,7.472625970840454,
0.01,60,20,True,133930.9667592815,133930.9667592815,0.6438813209533691,
0.01,60,40,True,122653.3585053355,122653.3585053355,1.5170738697052002,
0.01,60,80,True,123142.6471315342,123142.6471315342,2.8007349967956543,
0.01,60,160,True,108130.04764478613,108130.04764478613,5.785753965377808,
0.01,60,320,True,103860.8310534062,103860.8310534062,11.401952266693115,
0.01,80,20,True,137848.7402015595,137848.7402015595,1.060265302658081,
0.01,80,40,True,116657.43538942221,116657.43538942221,2.1563870906829834,
0.01,80,80,True,114878.89788471328,114878.89788471328,3.7538554668426514,
0.01,80,160,True,101458.14956313501,101458.14956313501,7.784111261367798,
0.01,80,320,True,95666.53033521472,95666.53033521472,15.142290115356445,
0.02,20,20,True,141663.6076954324,141663.6076954324,0.34723353385925293,
0.02,20,40,True,133442.84890589997,133442.84890589997,0.4541051387786865,
0.02,20,80,True,147339.78199269678,147339.78199269678,1.252450942993164,
0.02,20,160,True,124400.5113652638,124400.5113652638,1.67252516746521,
0.02,20,320,True,107949.68908976053,107949.68908976053,4.746316432952881,
0.02,30,20,True,142931.57639706726,142931.57639706726,0.3853130340576172,
0.02,30,40,True,141097.37170163132,141097.37170163132,1.981762409210205,
0.02,30,80,True,118014.19735721519,118014.19735721519,1.4356610774993896,
0.02,30,160,True,112651.39686619733,112651.39686619733,2.9861412048339844,
0.02,30,320,True,99118.570028899,99118.570028899,5.665475845336914,
0.02,40,20,True,134375.13357047763,134375.13357047763,0.4955928325653076,
0.02,40,40,True,119998.58751531446,119998.58751531446,0.9122209548950195,
0.02,40,80,True,110495.1403781227,110495.1403781227,1.8851714134216309,
0.02,40,160,True,105441.11035270637,105441.11035270637,3.742283821105957,
0.02,40,320,True,99770.9352842728,99770.9352842728,7.471252918243408,
0.02,60,20,True,133165.00574298284,133165.00574298284,0.8394391536712646,
0.02,60,40,True,120552.45235495263,120552.45235495263,1.9962677955627441,
0.02,60,80,True,121548.3838459038,121548.3838459038,2.7966158390045166,
0.02,60,160,True,98781.01510603676,98781.01510603676,5.864338159561157,
0.02,60,320,True,95353.34988079593,95353.34988079593,11.241971969604492,
0.02,80,20,True,124657.62469999919,124657.62469999919,1.0184993743896484,
0.02,80,40,True,122215.03792871992,122215.03792871992,2.227262258529663,
0.02,80,80,True,112489.58187212993,112489.58187212993,4.012540340423584,
0.02,80,160,True,89962.33702489828,89962.33702489828,7.553342342376709,
0.02,80,320,True,91654.11699116263,91654.11699116263,15.700215816497803,
0.03,20,20,True,129969.83396554735,129969.83396554735,0.22634601593017578,
0.03,20,40,True,132350.64432023116,132350.64432023116,0.485154390335083,
0.03,20,80,True,135561.29146218582,135561.29146218582,0.8852248191833496,
0.03,20,160,True,132083.19697960652,132083.19697960652,1.7567174434661865,
0.03,20,320,True,99840.68934293075,99840.68934293075,3.6994197368621826,
0.03,30,20,True,141528.79734194736,141528.79734194736,0.44290590286254883,
0.03,30,40,True,126146.40541850937,126146.40541850937,0.7356150150299072,
0.03,30,80,True,121938.16986959118,121938.16986959118,1.6031527519226074,
0.03,30,160,True,104551.62476317461,104551.62476317461,2.7718377113342285,
0.03,30,320,True,89920.779368273,89920.779368273,5.628685474395752,
0.03,40,20,True,128511.26296306736,128511.26296306736,0.4148695468902588,
0.03,40,40,True,118696.7872093434,118696.7872093434,1.1614501476287842,
0.03,40,80,True,113893.10162159259,113893.10162159259,2.0523557662963867,
0.03,40,160,True,100748.1467431585,100748.1467431585,3.6700987815856934,
0.03,40,320,True,98597.43853646162,98597.43853646162,7.461412668228149,
0.03,60,20,True,135337.95783503243,135337.95783503243,1.0374188423156738,
0.03,60,40,True,115700.98828309006,115700.98828309006,1.7041187286376953,
0.03,60,80,True,110482.18810117625,110482.18810117625,2.7591371536254883,
0.03,60,160,True,101313.81405436156,101313.81405436156,6.525207757949829,
0.03,60,320,True,89557.68243731081,89557.68243731081,11.538185358047485,
0.03,80,20,True,128072.22982019781,128072.22982019781,1.1899220943450928,
0.03,80,40,True,117574.37417453107,117574.37417453107,2.061901092529297,
0.03,80,80,True,99098.38659944195,99098.38659944195,3.7139182090759277,
0.03,80,160,True,95787.15803185888,95787.15803185888,7.527374267578125,
